Crime Description,Latitude,Longitude,Hour
SEXUAL ASSAULT,28.76155690107269,77.46796435569048,12
HOMICIDE,28.594548355761038,77.29432632599615,14
FIREARM OFFENSE,28.50726948628007,77.28856872022548,15
DRUG OFFENSE,28.681336205287426,77.15231369405458,20
DOMESTIC VIOLENCE,28.777769771236713,77.3548137455819,12
ROBBERY,28.528711181172685,77.44097626087807,16
VANDALISM,28.81339494096187,77.32315811306447,21
IDENTITY THEFT,28.863752429812525,77.11651961029929,2
COUNTERFEITING,28.698697264536918,77.27205455736085,15
VEHICLE - STOLEN,28.734473829495787,77.3779687084757,8
ARSON,28.426287995161527,77.46968165743638,21
FRAUD,28.872759945510953,77.07829802476027,13
DRUG OFFENSE,28.596242367132472,77.06374854548328,14
ROBBERY,28.861950200272712,77.20647176511645,18
SEXUAL ASSAULT,28.68948876237512,77.06280558473131,5
ROBBERY,28.40230939942166,77.49021445625256,13
VANDALISM,28.419270999661716,77.21215218364128,18
PUBLIC INTOXICATION,28.74020940283496,77.26680525953395,18
HOMICIDE,28.681334006915964,77.11354389064638,5
PUBLIC INTOXICATION,28.413266218603034,77.22456306176846,20
VANDALISM,28.77172998061119,77.4923469674306,3
ROBBERY,28.82607266853459,77.24434357568349,6
FIREARM OFFENSE,28.64820874121965,77.00441196290224,20
EXTORTION,28.632878720178628,77.12126376512532,14
TRAFFIC VIOLATION,28.402736554417313,77.48922741523926,13
ROBBERY,28.793324856246798,77.49453375670537,13
KIDNAPPING,28.56535803337305,77.10524654488586,23
SEXUAL ASSAULT,28.839381809891268,77.30763204392193,5
HOMICIDE,28.586530293779024,77.0384541652527,7
IDENTITY THEFT,28.68253895531535,77.28872082122231,11
ILLEGAL POSSESSION,28.53517089409966,77.06296035074323,20
DRUG OFFENSE,28.48029415629246,77.40933076182132,13
ROBBERY,28.78745395169066,77.46978749380112,17
ASSAULT,28.64829523942314,77.08649340402474,19
SEXUAL ASSAULT,28.668243961876122,77.23135608429742,21
SEXUAL ASSAULT,28.882707976740868,77.05102149923732,11
FIREARM OFFENSE,28.881789956111074,77.16957000353649,10
CYBERCRIME,28.8278210608512,77.03254887738026,1
FRAUD,28.493804646382515,77.13227326400872,1
VANDALISM,28.69713634715079,77.49511183354466,11
VEHICLE - STOLEN,28.839073712327767,77.0223016336607,17
SHOPLIFTING,28.58723196822447,77.42948416480934,20
TRAFFIC VIOLATION,28.45055308296779,77.03872628887706,9
ARSON,28.80548145111996,77.26449846555867,13
FIREARM OFFENSE,28.640881775681084,77.22605989621367,19
SEXUAL ASSAULT,28.682196340179587,77.46577733001033,7
IDENTITY THEFT,28.89107214815892,77.09952493114254,3
DOMESTIC VIOLENCE,28.703605715247036,77.08984100768981,22
BURGLARY,28.612489692833048,77.37435704428391,13
PUBLIC INTOXICATION,28.584992183923596,77.36285973655018,3
ROBBERY,28.60880964632702,77.3495908852464,6
FIREARM OFFENSE,28.45919954158933,77.01306355808619,7
HOMICIDE,28.797375279208783,77.12997984336245,4
KIDNAPPING,28.81885842909352,77.41994758892714,10
PUBLIC INTOXICATION,28.542198567286704,77.30042906072839,19
COUNTERFEITING,28.551898309204972,77.3010974603661,17
ROBBERY,28.837167128167405,77.1479583027024,22
ILLEGAL POSSESSION,28.411985177763977,77.13008654427847,20
CYBERCRIME,28.660228721883612,77.47327744400913,7
PUBLIC INTOXICATION,28.63183785734075,77.3638776394266,1
IDENTITY THEFT,28.74506338478923,77.06343305890091,3
VEHICLE - STOLEN,28.481695850074725,77.46885347107188,19
ASSAULT,28.734165370397577,77.29118507590903,8
FIREARM OFFENSE,28.588367003937435,77.16668118347854,17
CYBERCRIME,28.70935738908482,77.1985697231998,10
KIDNAPPING,28.420047504936388,77.36270225517632,21
DOMESTIC VIOLENCE,28.630863598592253,77.18813632584305,12
HOMICIDE,28.661125446991186,77.2893723995593,21
ILLEGAL POSSESSION,28.507163201427492,77.3552497483242,6
CYBERCRIME,28.469811827089558,77.09768749865299,18
VANDALISM,28.494237151506148,77.47212074312128,12
DOMESTIC VIOLENCE,28.57207053903167,77.1780863857177,4
FIREARM OFFENSE,28.448405074652484,77.20968737853846,5
VEHICLE - STOLEN,28.8736598978648,77.34925718393391,7
VEHICLE - STOLEN,28.60249703074791,77.30439254469388,3
HOMICIDE,28.804484801253373,77.22005991846959,22
HOMICIDE,28.887208561554424,77.3248710201504,5
DOMESTIC VIOLENCE,28.44036764000137,77.45141415378602,14
DRUG OFFENSE,28.725834733967496,77.40014180832272,13
EXTORTION,28.835704543370607,77.41212950497739,12
FRAUD,28.71711721698336,77.12920420428365,15
ARSON,28.614513060678703,77.20970167464881,21
IDENTITY THEFT,28.61553817881897,77.27690957082703,23
DOMESTIC VIOLENCE,28.41794944300368,77.02209540958074,20
FRAUD,28.667300375644636,77.38489609018866,11
BURGLARY,28.896771498393424,77.16173171220754,17
FIREARM OFFENSE,28.879353762985964,77.14129803902051,4
DRUG OFFENSE,28.42019961442108,77.12964600467808,21
TRAFFIC VIOLATION,28.75289850181474,77.14168963271003,4
ASSAULT,28.550882433348463,77.16900741607891,2
VEHICLE - STOLEN,28.851494576703068,77.30241227903808,19
ARSON,28.422557372854637,77.29178266095003,18
PUBLIC INTOXICATION,28.86793705100554,77.12785587680094,3
VEHICLE - STOLEN,28.818737871893887,77.10321213828661,23
ARSON,28.4587521911263,77.41317909503567,2
DOMESTIC VIOLENCE,28.42991216865865,77.04636166883819,1
EXTORTION,28.817353832163466,77.25641142060046,22
KIDNAPPING,28.47787883548729,77.26028043709464,5
DOMESTIC VIOLENCE,28.667449076487934,77.28706840340581,5
DRUG OFFENSE,28.857872428939352,77.44282505795357,19
DRUG OFFENSE,28.68372405677466,77.31195697004739,14
IDENTITY THEFT,28.59861665073641,77.486816883124,12
DRUG OFFENSE,28.622508027426996,77.43567654167437,23
COUNTERFEITING,28.431558585351933,77.1073701297436,2
ROBBERY,28.884376160680798,77.12059165511265,22
ARSON,28.55532709254054,77.17238706795759,6
FIREARM OFFENSE,28.494681745836427,77.19575720754007,14
SHOPLIFTING,28.543023650920198,77.27649756015384,7
SEXUAL ASSAULT,28.882186597445738,77.11625631644817,7
VANDALISM,28.447143026744,77.11117259055688,7
ROBBERY,28.83365152025059,77.19069497868404,13
TRAFFIC VIOLATION,28.753921947200723,77.33601155660638,21
HOMICIDE,28.815009589579514,77.3440628065481,2
ILLEGAL POSSESSION,28.887948770183947,77.48805837002014,15
SHOPLIFTING,28.821077327758434,77.1012077169609,20
FIREARM OFFENSE,28.871691175638926,77.19642957592849,17
DRUG OFFENSE,28.46346762839546,77.48233874896952,23
COUNTERFEITING,28.797894282583485,77.34500437133278,0
DOMESTIC VIOLENCE,28.672837847040523,77.296139262411,8
ASSAULT,28.67174779753993,77.26982302570067,10
DRUG OFFENSE,28.849460788160254,77.03775519006813,12
FIREARM OFFENSE,28.885901909323355,77.44668690440795,7
ARSON,28.75241916152159,77.31275260770755,6
KIDNAPPING,28.64146919473589,77.28583370396402,20
KIDNAPPING,28.628201928950922,77.26975017166092,5
COUNTERFEITING,28.59317072861159,77.19595710366056,22
PUBLIC INTOXICATION,28.58079951478633,77.12733234568044,0
COUNTERFEITING,28.595753420842215,77.37766099266724,10
ROBBERY,28.444876617625596,77.25478375888083,14
IDENTITY THEFT,28.438718042630217,77.01696976614461,23
PUBLIC INTOXICATION,28.789934921936155,77.19954724988608,18
HOMICIDE,28.623036446460112,77.46430181911141,0
KIDNAPPING,28.86534224427231,77.18694728077043,17
DRUG OFFENSE,28.706110504296976,77.20661650396279,7
FRAUD,28.41758799109221,77.31198056152752,20
EXTORTION,28.478761670658738,77.40083740190794,18
SEXUAL ASSAULT,28.5029098965065,77.33423055885235,4
VEHICLE - STOLEN,28.88786801219483,77.42502736556148,8
ILLEGAL POSSESSION,28.509352113075817,77.05698529352036,19
DOMESTIC VIOLENCE,28.657877838144024,77.46229627665933,22
SEXUAL ASSAULT,28.868088465820097,77.45196096620569,14
VANDALISM,28.888596364957177,77.2595742932928,5
TRAFFIC VIOLATION,28.51818021769177,77.3123711188936,9
CYBERCRIME,28.424558821875017,77.1064065251007,19
COUNTERFEITING,28.47680091626888,77.22397371899069,14
HOMICIDE,28.431664239351278,77.1013516804599,4
TRAFFIC VIOLATION,28.497562120546167,77.01098833947052,6
IDENTITY THEFT,28.684284857351866,77.49045153406352,4
DRUG OFFENSE,28.85622439814782,77.1295732578551,11
CYBERCRIME,28.668609441847167,77.29655415444891,10
BURGLARY,28.71299477834954,77.15012519176894,13
IDENTITY THEFT,28.50093362580477,77.18531081010522,22
CYBERCRIME,28.800291810336923,77.19888077929114,15
SEXUAL ASSAULT,28.70889445425279,77.16752336566238,14
HOMICIDE,28.83206841459636,77.31869987966996,8
DRUG OFFENSE,28.87442155350289,77.48046813524431,15
HOMICIDE,28.573950387878295,77.21431732500312,22
VEHICLE - STOLEN,28.44528952926772,77.48666336202713,0
SEXUAL ASSAULT,28.51296447895839,77.3338986186724,8
DOMESTIC VIOLENCE,28.618920782837918,77.3035680975105,1
FIREARM OFFENSE,28.872846825912234,77.11855192589947,4
ROBBERY,28.589154911186707,77.0314603529497,1
DOMESTIC VIOLENCE,28.785386606832684,77.42596738514591,14
FRAUD,28.670238346085377,77.28699053197214,19
DRUG OFFENSE,28.491404385215485,77.20720693121244,22
COUNTERFEITING,28.560367059476725,77.40598366104425,5
BURGLARY,28.72659594251141,77.15529019128866,16
FRAUD,28.736426697342445,77.39180862798224,7
CYBERCRIME,28.61737987340452,77.1639819177029,7
FRAUD,28.514322801331055,77.46044059320208,14
ARSON,28.760953389756338,77.1339834372284,16
FIREARM OFFENSE,28.484436520806355,77.06877705878729,14
ILLEGAL POSSESSION,28.868334845932562,77.34904835417471,2
IDENTITY THEFT,28.49395178951824,77.08142362653238,9
HOMICIDE,28.45365618141626,77.47468152514449,6
FRAUD,28.648823851182687,77.32777755619443,0
ASSAULT,28.659774799054844,77.11543033064227,0
VEHICLE - STOLEN,28.65409645738912,77.10440946714272,10
TRAFFIC VIOLATION,28.618333744669417,77.46193751956021,2
ASSAULT,28.897407446414803,77.30392895642494,17
ROBBERY,28.64314030633529,77.4468680033362,1
CYBERCRIME,28.638973290369915,77.05511260242291,5
EXTORTION,28.61088303135728,77.46269609778959,23
IDENTITY THEFT,28.43341287735073,77.26002465599704,17
DRUG OFFENSE,28.696478315574808,77.33421095816567,13
ROBBERY,28.51398388611159,77.18643773577064,0
DOMESTIC VIOLENCE,28.718804490114522,77.02957016100291,1
IDENTITY THEFT,28.425416730974238,77.47898622067092,21
COUNTERFEITING,28.890693550626498,77.49729916455424,19
SEXUAL ASSAULT,28.634502539506336,77.18227342438023,22
KIDNAPPING,28.84837768579535,77.47193396487599,19
IDENTITY THEFT,28.637780586616465,77.08386314548078,0
DRUG OFFENSE,28.43016540928711,77.0773422248293,19
VEHICLE - STOLEN,28.8111067730469,77.03655592000459,10
EXTORTION,28.724091864833564,77.19563470379208,16
COUNTERFEITING,28.790878523786972,77.0261511250908,9
ROBBERY,28.614084931754434,77.19732859480645,17
BURGLARY,28.71896837212332,77.06919521432484,20
DOMESTIC VIOLENCE,28.828114501898302,77.36526389778648,23
DRUG OFFENSE,28.71553272143594,77.4166813246682,12
TRAFFIC VIOLATION,28.57383681741795,77.34390771389815,6
TRAFFIC VIOLATION,28.731264797183098,77.10024707621808,14
COUNTERFEITING,28.735927094307034,77.38342409645398,11
FRAUD,28.88029348125331,77.12475009851664,4
EXTORTION,28.585456160770832,77.37974429848427,17
CYBERCRIME,28.612540883757063,77.2836987874482,1
COUNTERFEITING,28.806061480593527,77.18335625814561,9
FRAUD,28.652881157371368,77.04174618900802,16
EXTORTION,28.768286546557864,77.41375475490351,22
TRAFFIC VIOLATION,28.629854732226793,77.46982646039912,14
COUNTERFEITING,28.50774757090635,77.33295889000031,23
COUNTERFEITING,28.772601921390503,77.48227078334672,19
SHOPLIFTING,28.465577584592353,77.46705570952149,5
ROBBERY,28.499291831765653,77.09730420040188,20
ARSON,28.713412491392102,77.3656061742991,8
ARSON,28.773634900096035,77.17465240971885,15
TRAFFIC VIOLATION,28.847343943433906,77.24375868028281,4
VANDALISM,28.536293248707945,77.07848271557442,12
FRAUD,28.455362129300276,77.48738971402882,16
BURGLARY,28.878023329761312,77.3630686915382,21
BURGLARY,28.47721154401107,77.13345415481548,22
EXTORTION,28.498833491127318,77.18573584508401,19
VEHICLE - STOLEN,28.545664726779233,77.2112414634144,13
ILLEGAL POSSESSION,28.664695677013142,77.37376686207192,21
EXTORTION,28.841412783017038,77.4628486333848,2
FIREARM OFFENSE,28.780273011364933,77.16072006649229,23
HOMICIDE,28.754078776921315,77.2362500441402,4
HOMICIDE,28.487590283928,77.29660378641735,9
IDENTITY THEFT,28.578841315762986,77.19667199620015,21
ROBBERY,28.639202463043336,77.25209066168284,17
SEXUAL ASSAULT,28.473712976742792,77.05285381451004,20
ILLEGAL POSSESSION,28.536714851063333,77.08383719386008,16
ILLEGAL POSSESSION,28.55416660197642,77.20055062861007,14
DRUG OFFENSE,28.46363809916452,77.45746950588527,4
ILLEGAL POSSESSION,28.67511984595413,77.17467902287231,23
ROBBERY,28.752514098262097,77.1248964043025,15
ROBBERY,28.43496581573843,77.37143111042464,16
SEXUAL ASSAULT,28.640561550881575,77.4745650830383,10
KIDNAPPING,28.791105597633894,77.22956180853177,22
IDENTITY THEFT,28.77399506447622,77.0043024777836,10
FIREARM OFFENSE,28.807536548109375,77.3440746657378,4
SEXUAL ASSAULT,28.6241203165853,77.20753040080807,4
VEHICLE - STOLEN,28.810278541319928,77.33682276830811,16
VEHICLE - STOLEN,28.520376535607134,77.1388582579146,17
FRAUD,28.580405280708757,77.00120407190848,4
TRAFFIC VIOLATION,28.488177788208898,77.1722481093728,16
IDENTITY THEFT,28.633742269714283,77.35239617130647,23
SHOPLIFTING,28.59603001120772,77.1965566415046,12
ILLEGAL POSSESSION,28.520463558207155,77.10958706982662,23
TRAFFIC VIOLATION,28.775890354615388,77.23200343206705,3
HOMICIDE,28.55692338605582,77.3761742616492,9
HOMICIDE,28.536402165072918,77.05971654339615,13
DRUG OFFENSE,28.465445165425248,77.34587601682333,8
ARSON,28.619410850900973,77.33367201190197,2
CYBERCRIME,28.55148231441865,77.18536893984253,10
VEHICLE - STOLEN,28.58463642067048,77.48516809568974,8
FIREARM OFFENSE,28.517998631310274,77.44735264974018,4
FIREARM OFFENSE,28.78157774490995,77.15808074040103,8
PUBLIC INTOXICATION,28.86500167367736,77.01554554669693,10
DRUG OFFENSE,28.648965926394443,77.15415240337254,21
VANDALISM,28.721499211670416,77.10236097127053,11
BURGLARY,28.833586138303353,77.2736259570238,9
CYBERCRIME,28.899414818666827,77.45937221059108,9
ARSON,28.706758242364916,77.43516875501876,14
FRAUD,28.844889733269934,77.15291457783242,6
CYBERCRIME,28.85430412327782,77.21429876677782,20
BURGLARY,28.79572574390381,77.01827109953979,10
DRUG OFFENSE,28.630465695536554,77.27208175382458,10
SHOPLIFTING,28.44057700021195,77.03168399002537,1
FIREARM OFFENSE,28.407902777720064,77.46930308311455,21
PUBLIC INTOXICATION,28.63860031664146,77.43346691742613,11
ROBBERY,28.64715726676731,77.10709381321875,3
DRUG OFFENSE,28.603681193931486,77.34968433993102,4
DRUG OFFENSE,28.68408367564568,77.28401019121667,8
ILLEGAL POSSESSION,28.67608135165221,77.4006788562581,18
HOMICIDE,28.818306520516344,77.23782605337576,2
DOMESTIC VIOLENCE,28.45432855163113,77.09588598533288,2
HOMICIDE,28.51258883305277,77.31992170006141,13
ASSAULT,28.796502489479813,77.04014016349797,11
SHOPLIFTING,28.823918433611826,77.29229399558422,22
DRUG OFFENSE,28.89741210681043,77.10635240273223,18
ASSAULT,28.83645600819354,77.34246821856178,15
CYBERCRIME,28.844949503536164,77.41402158086406,8
ILLEGAL POSSESSION,28.557173971314953,77.05476236464104,15
KIDNAPPING,28.600830817004688,77.2001342760743,14
KIDNAPPING,28.534042552410273,77.366760793888,6
DRUG OFFENSE,28.703149699096357,77.08185153075942,8
ASSAULT,28.86940267710352,77.28326183501785,22
SHOPLIFTING,28.57232044325581,77.33591949093787,12
DRUG OFFENSE,28.678500890940725,77.17739680361969,11
SEXUAL ASSAULT,28.54814981522674,77.4159911371013,19
VEHICLE - STOLEN,28.48489998688635,77.25532909252335,6
VANDALISM,28.497592764909328,77.31349741997026,5
HOMICIDE,28.428972672269065,77.07043639835238,23
ROBBERY,28.87464676150463,77.01158008726634,19
ILLEGAL POSSESSION,28.601439804253815,77.0253742854125,10
ARSON,28.81706044600105,77.4519600740991,22
IDENTITY THEFT,28.740664736344844,77.44132119212412,8
FIREARM OFFENSE,28.495960580705542,77.40379571958093,16
ILLEGAL POSSESSION,28.487731123289542,77.09980604561743,0
ARSON,28.80599410075527,77.26272932597475,16
COUNTERFEITING,28.532355855309767,77.39805855027419,4
PUBLIC INTOXICATION,28.856642591850985,77.33733459062789,5
ILLEGAL POSSESSION,28.470027702344744,77.05776059683797,19
ASSAULT,28.738854307227232,77.4477705999062,4
HOMICIDE,28.807236938015464,77.08034119638899,11
FIREARM OFFENSE,28.51762819420782,77.08589784670667,22
DOMESTIC VIOLENCE,28.53810368172828,77.45050431458536,22
FIREARM OFFENSE,28.8822594430696,77.24230846954725,10
FIREARM OFFENSE,28.53229880267308,77.18644591297823,2
SHOPLIFTING,28.614978524950022,77.27682837114902,6
DRUG OFFENSE,28.61625779662118,77.49069866641605,14
PUBLIC INTOXICATION,28.52651737496484,77.05981522762052,8
BURGLARY,28.787895543218543,77.37847442439603,17
BURGLARY,28.785924671614577,77.16716293112206,23
BURGLARY,28.589159007111892,77.05852463542381,14
EXTORTION,28.817562895540366,77.21096667767647,14
COUNTERFEITING,28.5065374671995,77.27437643886263,12
FRAUD,28.40215288783384,77.10298081886407,4
CYBERCRIME,28.685583681027868,77.20263472954831,13
DRUG OFFENSE,28.897038886226188,77.31783801273615,22
DRUG OFFENSE,28.41932215491344,77.28822400986012,16
VANDALISM,28.50399903685423,77.36158029702743,18
HOMICIDE,28.65945732124354,77.4182022664687,20
DRUG OFFENSE,28.804970368222435,77.20457016588469,9
VANDALISM,28.444521002537524,77.21148363773112,8
SHOPLIFTING,28.597617326879444,77.24834606722757,23
FRAUD,28.773537900314942,77.28317668919065,11
KIDNAPPING,28.58577160420318,77.05416133711894,17
TRAFFIC VIOLATION,28.494418210237818,77.15631767709739,15
COUNTERFEITING,28.49774791369829,77.08594589768852,2
EXTORTION,28.605024393457494,77.19292638117207,7
CYBERCRIME,28.639708537402946,77.48667703628702,7
CYBERCRIME,28.830907208908005,77.2913654783405,4
COUNTERFEITING,28.721126209283995,77.21469075996028,18
ASSAULT,28.74520097725775,77.28296844761185,23
ILLEGAL POSSESSION,28.891493585767954,77.33453827771359,23
EXTORTION,28.605921720150487,77.2174767316452,4
PUBLIC INTOXICATION,28.60167720162456,77.22385490212645,10
VEHICLE - STOLEN,28.861673483862905,77.35070056469085,5
SEXUAL ASSAULT,28.52293779350253,77.03043129160285,1
FRAUD,28.764907623151434,77.27004028414417,14
CYBERCRIME,28.777286569109066,77.27366390610885,20
COUNTERFEITING,28.44889399872272,77.37837613056419,1
DOMESTIC VIOLENCE,28.634115702846792,77.49132237616833,15
DOMESTIC VIOLENCE,28.500281235660776,77.3978773933934,0
IDENTITY THEFT,28.492687636401243,77.25189430632524,20
VANDALISM,28.631914055231437,77.0847265898036,1
SHOPLIFTING,28.54471485375403,77.29413048581658,10
DRUG OFFENSE,28.798030223812933,77.41714944335634,2
DRUG OFFENSE,28.85380244569524,77.46620703182266,9
VEHICLE - STOLEN,28.80136030264418,77.41265518974706,10
VANDALISM,28.53301543631083,77.09448430318128,12
DRUG OFFENSE,28.5370671968443,77.35628793217467,19
CYBERCRIME,28.527364175058732,77.44007747374292,23
ILLEGAL POSSESSION,28.467519048028116,77.34050848331349,8
SEXUAL ASSAULT,28.871899184051856,77.3428760204641,22
SEXUAL ASSAULT,28.601023899078534,77.25008114312554,10
DOMESTIC VIOLENCE,28.512344737272937,77.31848811106275,2
DRUG OFFENSE,28.82333552525412,77.14719035961151,14
EXTORTION,28.599597651328892,77.04440504339287,17
SEXUAL ASSAULT,28.417558405554832,77.4138574523727,7
VEHICLE - STOLEN,28.480970785124814,77.47157215369576,14
VANDALISM,28.719625170178084,77.42841116768847,10
SHOPLIFTING,28.79145263708586,77.1669567768904,3
IDENTITY THEFT,28.505467194244353,77.04676507565397,9
DOMESTIC VIOLENCE,28.85869779463307,77.1400691938157,10
DRUG OFFENSE,28.82549856002608,77.42141768790495,8
SHOPLIFTING,28.82419037703054,77.3279072538166,21
ROBBERY,28.513830573399606,77.48334712205147,9
ARSON,28.425267994325026,77.17134050921855,15
SEXUAL ASSAULT,28.833711769741292,77.27573606014582,0
ILLEGAL POSSESSION,28.552900114369283,77.39501911081912,7
CYBERCRIME,28.709458190586762,77.11699597136591,21
ASSAULT,28.779983441850362,77.48204498732983,21
DRUG OFFENSE,28.46414662925556,77.2961988362459,23
FIREARM OFFENSE,28.790419177259523,77.00394878165983,1
ARSON,28.869255729480532,77.012576637814,20
FRAUD,28.764187482873204,77.4411080082008,6
COUNTERFEITING,28.620611374240276,77.32264076388054,0
ILLEGAL POSSESSION,28.83833906937585,77.38153625953193,2
HOMICIDE,28.66372881503628,77.39200800047846,18
COUNTERFEITING,28.772385463908375,77.21022988812538,14
BURGLARY,28.8102529719293,77.39930562307116,13
CYBERCRIME,28.774676430849503,77.46876622240627,21
BURGLARY,28.543927438024074,77.08608555388481,2
ARSON,28.458921950452915,77.38206819977101,1
KIDNAPPING,28.51916926468103,77.15389600380779,22
PUBLIC INTOXICATION,28.651437468490176,77.16074650152693,14
TRAFFIC VIOLATION,28.652638461146548,77.2063774255182,18
ASSAULT,28.691322174657266,77.43185975995404,12
DRUG OFFENSE,28.597550918773944,77.01102803365502,3
CYBERCRIME,28.79344569072501,77.21696310340513,12
EXTORTION,28.8565768751736,77.34002382478464,23
DRUG OFFENSE,28.523362526739735,77.05520772914126,2
DOMESTIC VIOLENCE,28.768261608850942,77.3961267985087,3
SEXUAL ASSAULT,28.73898592627252,77.47095129894868,8
TRAFFIC VIOLATION,28.661545249639655,77.04546741053849,10
SHOPLIFTING,28.49426511693708,77.07647406891545,15
CYBERCRIME,28.797616129291352,77.4870486124731,3
VEHICLE - STOLEN,28.880313142814416,77.09892782039287,22
VANDALISM,28.760918166116806,77.0394698378516,3
VEHICLE - STOLEN,28.858929998312867,77.47609626819795,4
IDENTITY THEFT,28.892092632474,77.44631135490474,23
PUBLIC INTOXICATION,28.576025337119617,77.32786273636657,9
FIREARM OFFENSE,28.719111776463166,77.27571546364378,13
PUBLIC INTOXICATION,28.63696636881904,77.45961634815139,10
ROBBERY,28.893314373431615,77.3277600375557,6
ROBBERY,28.44690391200386,77.32919832965753,12
DRUG OFFENSE,28.60618745714861,77.42184278210098,18
PUBLIC INTOXICATION,28.837769522263617,77.32662283864622,0
ROBBERY,28.542025655263256,77.25183844351884,21
DOMESTIC VIOLENCE,28.793896425319435,77.19486074894922,4
KIDNAPPING,28.591391581390127,77.25156694639563,22
VEHICLE - STOLEN,28.889989269945076,77.2612393245436,23
DRUG OFFENSE,28.84176491821185,77.18041594055913,22
IDENTITY THEFT,28.550660178831308,77.22405920449017,15
ROBBERY,28.785096556768927,77.40093596643176,21
VEHICLE - STOLEN,28.568428271916634,77.20825668433794,20
CYBERCRIME,28.703181420107764,77.01277988331772,15
FIREARM OFFENSE,28.729240384196643,77.14150966088692,21
KIDNAPPING,28.81479770454285,77.11587093204585,8
ASSAULT,28.412225420441008,77.39679100591599,20
PUBLIC INTOXICATION,28.510078945576147,77.2246465292359,22
VEHICLE - STOLEN,28.75595890529429,77.14015527151757,15
FIREARM OFFENSE,28.681761618484767,77.40535244192081,2
SEXUAL ASSAULT,28.64780253910057,77.0096084022783,5
HOMICIDE,28.42760497835399,77.08712542136561,4
BURGLARY,28.574137941730726,77.4134774096979,12
ILLEGAL POSSESSION,28.83255011595532,77.2753258638302,10
PUBLIC INTOXICATION,28.415446418518016,77.38682488728973,19
KIDNAPPING,28.598218117682404,77.41908800738103,6
ILLEGAL POSSESSION,28.872574143835386,77.47098174429426,3
COUNTERFEITING,28.425440367272508,77.03171229965167,14
TRAFFIC VIOLATION,28.774852875522317,77.39961737164924,3
BURGLARY,28.528806308091017,77.35438307410992,21
HOMICIDE,28.833304416076835,77.10351280033828,1
ARSON,28.773033989479682,77.46585113317006,11
VEHICLE - STOLEN,28.84285258542918,77.2021009401532,22
ARSON,28.507962395215632,77.4438052637274,13
SHOPLIFTING,28.665646377409303,77.30255685233246,19
PUBLIC INTOXICATION,28.7896349717874,77.26337397327048,10
KIDNAPPING,28.52284987149749,77.07976196694798,18
PUBLIC INTOXICATION,28.515373152633607,77.45716381214366,16
DOMESTIC VIOLENCE,28.41359106674879,77.27833095368112,12
VEHICLE - STOLEN,28.879257646987725,77.00304620274841,2
DRUG OFFENSE,28.75500844002731,77.00914227053514,23
HOMICIDE,28.717780177005093,77.38881630250903,1
VANDALISM,28.771997361347495,77.0809681766892,8
EXTORTION,28.665806459347717,77.29936921781407,15
VEHICLE - STOLEN,28.638066910545202,77.34054098096699,18
CYBERCRIME,28.62476612056176,77.13968279647425,12
FIREARM OFFENSE,28.72021960605182,77.2846569042057,9
CYBERCRIME,28.50076748769619,77.12012937299454,9
SEXUAL ASSAULT,28.844029347507433,77.47315771368397,23
BURGLARY,28.80587618560963,77.43008507817459,8
ROBBERY,28.574781805726015,77.14402139574874,20
SHOPLIFTING,28.68930464840626,77.26440724547517,1
FIREARM OFFENSE,28.470513649975008,77.25031642857695,15
FRAUD,28.8861731239668,77.48001162897503,16
VEHICLE - STOLEN,28.85144634381514,77.19701439009192,16
HOMICIDE,28.8609487532496,77.28111377731078,10
FRAUD,28.566081523851725,77.46435329744372,16
VEHICLE - STOLEN,28.484567353691425,77.08140552558828,10
HOMICIDE,28.505886081733152,77.27524280163917,14
ILLEGAL POSSESSION,28.445000695522545,77.05283646018091,21
FIREARM OFFENSE,28.460055315050692,77.30874946590924,16
FRAUD,28.435652267092422,77.1828416016935,17
ASSAULT,28.894911534602436,77.4838180365898,23
ROBBERY,28.437028841684537,77.20770459057427,5
TRAFFIC VIOLATION,28.466271040475707,77.06809381877085,14
CYBERCRIME,28.813627297795367,77.4169999804642,15
DOMESTIC VIOLENCE,28.69012010837147,77.41043334571145,16
IDENTITY THEFT,28.787208602284664,77.3474298097714,3
EXTORTION,28.715456003886327,77.37440590094211,18
VANDALISM,28.841087535164473,77.1323576088447,4
FRAUD,28.719233763882368,77.32102675021139,9
VEHICLE - STOLEN,28.661062546451575,77.0190099356027,17
HOMICIDE,28.75637484688065,77.09844507194502,6
DOMESTIC VIOLENCE,28.623696375896053,77.46613972377655,3
DRUG OFFENSE,28.573031911452365,77.36961764854134,16
ILLEGAL POSSESSION,28.633826226225104,77.11533627049462,6
ILLEGAL POSSESSION,28.48485705254928,77.05569154475964,19
DRUG OFFENSE,28.798285864901345,77.47445972243425,21
FIREARM OFFENSE,28.53035189066797,77.05609383303006,8
ASSAULT,28.476765773168523,77.12853502402362,17
KIDNAPPING,28.523176120891613,77.09131699649973,5
BURGLARY,28.82103507588612,77.00373191020589,22
ASSAULT,28.565100647798864,77.15706738704903,5
ARSON,28.74302493475295,77.48708943579938,21
ROBBERY,28.82820481532787,77.17095165290468,18
SHOPLIFTING,28.43887233346252,77.25215243973389,7
PUBLIC INTOXICATION,28.78251220258902,77.3729678919609,19
VANDALISM,28.553832733189513,77.27554005103961,15
COUNTERFEITING,28.50831118209202,77.37179575370615,16
VEHICLE - STOLEN,28.744450726226486,77.33081793409525,9
